bacc_inst,field,field_1,field_2,current_inst,year,...6
johns hopkins university,engineering - bioengineering,engineering,bioengineering,harvard university,2019,NA
the university of toronto,life sciences - ecology,life sciences,ecology,university of california-berkeley,2019,NA
san diego state university,life sciences - neurosciences,life sciences,neurosciences,"university of california, san diego",2019,NA
carnegie-mellon university,mathematical sciences - applied mathematics,mathematical sciences,applied mathematics,california institute of technology,2019,NA
georgetown university,social sciences - economics,social sciences,economics,NA,2019,NA
stanford university,psychology - social/affective neuroscience,psychology,social/affective neuroscience,brown university,2019,NA
pacific lutheran university,life sciences - ecology,life sciences,ecology,"university of nevada, reno",2019,NA
mount holyoke college,life sciences - microbial biology,life sciences,microbial biology,yale university,2019,NA
university of tulsa,materials research - metallic materials,materials research,metallic materials,university of tulsa,2019,NA
lafayette college,geosciences - petrology,geosciences,petrology,california institute of technology,2019,NA
carleton college,psychology - social psychology,psychology,social psychology,university of michigan ann arbor,2019,NA
colorado state university,comp/is/eng - human computer interaction,comp/is/eng,human computer interaction,northeastern university,2019,NA
saint olaf college,life sciences - other (specify) - agroecology,life sciences,other (specify) - agroecology,university of wisconsin-madison,2019,NA
embry-riddle aeronautical university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,embry-riddle aeronautical university,2019,NA
university of california-davis,mathematical sciences - applied mathematics,mathematical sciences,applied mathematics,university of california - merced,2019,NA
carleton college,life sciences - ecology,life sciences,ecology,NA,2019,NA
georgetown university,life sciences - neurosciences,life sciences,neurosciences,johns hopkins university,2019,NA
university of miami,"mathematical sciences - algebra, number theory, and combinatorics",mathematical sciences,"algebra, number theory, and combinatorics",university of california-san diego,2019,NA
colorado school of mines,engineering - mechanical engineering,engineering,mechanical engineering,university of washington,2019,NA
indiana university,comp/is/eng - machine learning,comp/is/eng,machine learning,indiana university,2019,NA
montana state university,chemistry - other (specify) - polymer synthesis,chemistry,other (specify) - polymer synthesis,cornell university,2019,NA
massachusetts institute of technology,mathematical sciences - statistics,mathematical sciences,statistics,massachusetts institute of technology,2019,NA
university of chicago,life sciences - genomics,life sciences,genomics,washington university,2019,NA
the college of new jersey,engineering - mechanical engineering,engineering,mechanical engineering,university of pennsylvania,2019,NA
williams college,mathematical sciences - statistics,mathematical sciences,statistics,university of california-los angeles,2019,NA
michigan state university,life sciences - ecology,life sciences,ecology,michigan state university,2019,NA
brown university,mathematical sciences - computational and data-enabled science,mathematical sciences,computational and data-enabled science,university of colorado at boulder,2019,NA
university of west georgia,life sciences - environmental biology,life sciences,environmental biology,university of alabama tuscaloosa,2019,NA
william marsh rice university,"chemistry - macromolecular, supramolecular, and nanochemistry",chemistry,"macromolecular, supramolecular, and nanochemistry",harvard university,2019,NA
brown university,comp/is/eng - computer architecture,comp/is/eng,computer architecture,NA,2019,NA
